Vote ID,Question Index,Question,Answer 1 (Type),Vote 1,Answer 2 (Type),Vote 2,Timestamp
6a2726f0d31c3af18fb200c2,Q40,"How to read Dynamical matrix elements (GKK File) – what is the dimension of the numbers, how do they relate to matrix elements, and how are they organized with respect to k‑points?",RAG,Down,LLM,Up,2026-06-08 20:32:48
6a272722d31c3af18fb200c3,Q27,"How can I obtain valid, physically meaningful results from the posdoppler module in ABINIT, given that my current output contains negative values, coarse resolution, and seems inconsistent with expectations?",RAG,Down,LLM,Up,2026-06-08 20:33:38
6a272725d31c3af18fb200c4,Q73,"Where are the utilities after installation? I cannot find the utilities after installing 7.4.3. Where are they? Also, is it serious that Abinit does not have any post-processing tool anymore to plot band structure?",RAG,Up,LLM,Down,2026-06-08 20:33:41
6a272753d31c3af18fb200c5,Q85,"Why does ABINIT report 'The symmetry operation number 5 does not preserve vector lengths and angles' when I provide my own symrel matrices, and how can I fix it?",RAG,Up,LLM,Up,2026-06-08 20:34:27
6a272781d31c3af18fb200c6,Q45,"I am having trouble reading in a pseudopotential file for silicon based on Tutorial 3. In the tbase3_x.files, I changed the last line to Si.GGA_PBE-JTH.xml. This was the only change I made in all. Please help me fix my error.",RAG,Up,LLM,Up,2026-06-08 20:35:13
6a2727aad31c3af18fb200c7,Q72,"When performing a DFPT phonon calculation in a cubic supercell, anaddb reports that the maximum number of symmetry operations (nsym) is 192 while the supercell requires 384. Is it possible to analyze the phonons with anaddb in a cubic supercell, and how can the nsym limit be increased?",RAG,Up,LLM,Up,2026-06-08 20:35:54
6a2727dad31c3af18fb200c8,Q79,Why does ABINIT 7.4.1 segmentation fault with the same configuration that works in 7.2.2?,RAG,Up,N/A,N/A,2026-06-08 20:36:42
6a2727e9d31c3af18fb200c9,Q78,"Why do I obtain different ground‑state results for CoO when running PAW+U with different spin settings (nsppol/nspden/nspinor), and how can I make the calculations converge to the same result?",RAG,Down,LLM,Up,2026-06-08 20:36:57
6a2727f8d31c3af18fb200ca,Q51,"I have encountered a bug in Abinit 8.0.8 where the abi_xheev.f90 routine passes a double instead of a complex number to magmaf_zheevd, resulting in an error. When will this be corrected?",RAG,Up,LLM,Up,2026-06-08 20:37:12
6a272879d31c3af18fb200cb,Q63,Is there a way to vary temperature in GS calculations?,RAG,Up,N/A,N/A,2026-06-08 20:39:21
6a272886d31c3af18fb200cc,Q40,"How to read Dynamical matrix elements (GKK File) – what is the dimension of the numbers, how do they relate to matrix elements, and how are they organized with respect to k‑points?",RAG,Down,LLM,Up,2026-06-08 20:39:34
6a2728bbd31c3af18fb200cd,Q70,"What is a suitable value for the ntime parameter in an ABINIT geometry optimization run, and how should I adjust it if I receive a warning that ntime was not enough to converge the gradients?",RAG,Up,LLM,Up,2026-06-08 20:40:27
6a272904d31c3af18fb200ce,Q77,Why do I get a segmentation fault during a screening calculation for nio and how can I fix it?,LLM,Up,N/A,N/A,2026-06-08 20:41:40
6a272922d31c3af18fb200cf,Q35,How do I make the .ac9 file to work? what directory do I put it in? and how does ABINIT know where to look for it if I select a random name for it?,LLM,Down,N/A,N/A,2026-06-08 20:42:10
6a27292bd31c3af18fb200d0,Q94,"Why does the SCF cycle become erratic for wide decorated graphene ribbons, and how can I fix it?",RAG,Down,LLM,Up,2026-06-08 20:42:19
6a27292fd31c3af18fb200d1,Q3,Anyone knows what the source of this error? I have tried to recompile but haven't managed to solve it.,RAG,Up,N/A,N/A,2026-06-08 20:42:23
6a27299dd31c3af18fb200d2,Q75,Where is the ABINIT tutorials folder located on a Ubuntu/Debian installation?,RAG,Up,LLM,Up,2026-06-08 20:44:13
6a272a2cd31c3af18fb200d3,Q29,"How can I reduce the memory demand for response function (rfelfd) calculations in ABINIT, other than decreasing the number of empty bands?",RAG,Down,LLM,Up,2026-06-08 20:46:36
6a272a71d31c3af18fb200d4,Q13,"Do I need to cite PAW+spin-orbit as implemented in ABINIT, and if so, which paper?",RAG,Down,LLM,Up,2026-06-08 20:47:45
6a272c04d31c3af18fb200d5,Q39,How to get the Hartwigsen-Goedecker-Hutter pseudopotentials,RAG,Down,LLM,Down,2026-06-08 20:54:28
6a272cccd31c3af18fb200d6,Q53,"I tried to perform self-consistent GW (scgw) calculation using optdriver:8 under abinit-7.6.4 and got an error that optdriver:8 is not allowed. Is optdriver:8 disabled in 7.6.4, and if so, how can I still perform scgw in ABINIT?",RAG,Down,LLM,Down,2026-06-08 20:57:48
6a272dc4d31c3af18fb200d7,Q92,"Why does my processor distribution with npfft=11 fail with the error ""ngfft is bigger than allowed value = 2"" while npfft=10 works?",RAG,Down,LLM,Down,2026-06-08 21:01:56
6a272e6fd31c3af18fb200d8,Q97,"Why does the topmost band appear noisy when using SOC with HGH pseudopotential, and how can I get rid of it?",RAG,Down,LLM,Up,2026-06-08 21:04:47
6a272f0cd31c3af18fb200d9,Q82,"Why does ABINIT expect 200 array elements for the keyword DMATPAWU when lpawu=2, even though I only provided two 5x5 matrices?",RAG,Up,LLM,Up,2026-06-08 21:07:24
6a27bccbd31c3af18fb200da,Q10,"Can the list of q-vectors generated for response function calculations be reduced by removing random points (e.g., every other q-point) without significantly affecting the results, especially for metals with fine k-point grids?",RAG,Down,LLM,Down,2026-06-09 07:12:11
6a27bd36d31c3af18fb200db,Q43,How to switch off the local-field effect in GW calculation?,RAG,Up,LLM,Down,2026-06-09 07:13:58
6a27bd94d31c3af18fb200dc,Q26,How can I obtain the total magnetization from an ABINIT spin‑polarized calculation of 3d transition‑metal dimers on surfaces?,RAG,Up,LLM,Down,2026-06-09 07:15:32
6a27be01d31c3af18fb200dd,Q35,How do I make the .ac9 file to work? what directory do I put it in? and how does ABINIT know where to look for it if I select a random name for it?,RAG,Up,LLM,Down,2026-06-09 07:17:21
6a27be2ed31c3af18fb200de,Q65,May I consider that I actually have the same structure (with the same space group) and that the differences are negligible?,RAG,Down,LLM,Up,2026-06-09 07:18:06
6a27beb2d31c3af18fb200df,Q25,How can I obtain phonon eigenvectors in ABINIT (PHVEC file) and visualize them for each mode?,RAG,Up,LLM,Down,2026-06-09 07:20:18
6a27bee2d31c3af18fb200e0,Q47,"I calculated the phonon frequencies for LaCoO3 and displaced only 1 atom of 5 atoms in a cell. According to my output, is it enough to displace only 1 atom, or must I displace more?",RAG,Down,LLM,Up,2026-06-09 07:21:06
6a27bef8d31c3af18fb200e1,Q21,How can I fix the SCF not converged error in ABINIT 7.6.3 when running parallel jobs?,RAG,Up,N/A,N/A,2026-06-09 07:21:28
6a27bef8d31c3af18fb200e2,Q61,Is there a way to know this from the output files?,RAG,Down,LLM,Up,2026-06-09 07:21:28
6a27bf28d31c3af18fb200e3,Q11,Could you enlighten me on the conversion factor between the mode-oscillator strength (m^3/s^2) and the usual IR absorption intensity (km/mol)?,RAG,Down,LLM,Up,2026-06-09 07:22:16
6a27bf33d31c3af18fb200e4,Q35,How do I make the .ac9 file to work? what directory do I put it in? and how does ABINIT know where to look for it if I select a random name for it?,LLM,Up,N/A,N/A,2026-06-09 07:22:27
6a27bf5cd31c3af18fb200e5,Q7,"Can I move directory ""16_hideleave"" to earlier in the build chain?",RAG,Down,LLM,Up,2026-06-09 07:23:08
6a27bf5fd31c3af18fb200e6,Q31,How can I set properly the variable istwfk in an ABINIT calculation that uses wannier90 and spin-orbit coupling?,RAG,Up,N/A,N/A,2026-06-09 07:23:11
6a27bf9ed31c3af18fb200e7,Q18,How can I correct the LO‑TO splitting that causes discontinuities at the Gamma point in the phonon band structure of AlN (wurtzite) when plotted with ABINIT?,RAG,Down,LLM,Up,2026-06-09 07:24:14
6a27bfbed31c3af18fb200e8,Q9,"Can I use the convergence parameters (ecut, k‑point grid, number of bands, etc.) obtained for a 1×1×1 TiO2 unit cell to run a GW calculation on a 2×2×2 supercell, or do I need to redo the convergence tests for the larger cell?",RAG,Up,LLM,Up,2026-06-09 07:24:46
6a27bfe4d31c3af18fb200e9,Q67,"The PAW datasets for Fe labeled ""Iron GGA-PBE with_s_and_p_semicore"" and ""Iron LDA-Perdew-Wang-92 with_s_and_p_semicore"" appear to be identical on the website, which they should not be. Is this a mistake or intentional?",RAG,Down,LLM,Up,2026-06-09 07:25:24
6a27c0d9d31c3af18fb200ea,Q5,"Can Abinit perform electron transport calculations, and if so, what interfaces or packages are available for quantum transport (e.g., Landauer formalism, 2‑D systems)?",LLM,Up,N/A,N/A,2026-06-09 07:29:29
6a27c0f9d31c3af18fb200eb,Q32,How can I use the HSE exchange-correlation potential in ABINIT without invoking GW calculations?,RAG,Down,LLM,Up,2026-06-09 07:30:01
6a27c13ad31c3af18fb200ec,Q96,"Why does the repfn calculation crash because ngfftdg doesn't match, and how can I avoid having to manually set ngfftdg from the ground‑state output?",RAG,Down,LLM,Down,2026-06-09 07:31:06
6a27c195d31c3af18fb200ed,Q35,How do I make the .ac9 file to work? what directory do I put it in? and how does ABINIT know where to look for it if I select a random name for it?,RAG,Down,LLM,Down,2026-06-09 07:32:37
6a27c1a3d31c3af18fb200ee,Q86,Why does ABINIT set use_inversion=0 when nspden=4 (non‑collinear spinors) or when spin‑orbit coupling is included? Is this a fundamental reason or just a coding choice?,RAG,Down,LLM,Down,2026-06-09 07:32:51
6a27c1d5d31c3af18fb200ef,Q71,"What is the constant that appears in the normalization of phonon eigendisplacements (U(m)*M*U(n) = delta(m,n)*0.0005485) and what do the ';' and '-' symbols next to mode numbers mean?",RAG,Down,LLM,Down,2026-06-09 07:33:41
6a27e1d8d31c3af18fb200f0,Q65,May I consider that I actually have the same structure (with the same space group) and that the differences are negligible?,RAG,Up,N/A,N/A,2026-06-09 09:50:16
6a27e27ed31c3af18fb200f1,Q78,"Why do I obtain different ground‑state results for CoO when running PAW+U with different spin settings (nsppol/nspden/nspinor), and how can I make the calculations converge to the same result?",RAG,Up,LLM,Up,2026-06-09 09:53:02
6a27e2f6d31c3af18fb200f2,Q12,"Could you tell us, how to fix this line?",RAG,Up,N/A,N/A,2026-06-09 09:55:02
6a27e5e1d31c3af18fb200f3,Q92,"Why does my processor distribution with npfft=11 fail with the error ""ngfft is bigger than allowed value = 2"" while npfft=10 works?",RAG,Down,LLM,Down,2026-06-09 10:07:29
6a27e6e3d31c3af18fb200f4,Q75,Where is the ABINIT tutorials folder located on a Ubuntu/Debian installation?,RAG,Up,LLM,Down,2026-06-09 10:11:47
6a2802a4d31c3af18fb200f5,Q62,Is there a way to start a SCF calculation from a provided charge density? If I use getden it reads the density only for nscf calculations.,RAG,Down,LLM,Up,2026-06-09 12:10:12
6a2803e3d31c3af18fb200f6,Q48,I don't know what's wrong with my input file? Why does the total energy (ETOT) not show the expected minimum at the correct bond length for graphene?,LLM,Up,N/A,N/A,2026-06-09 12:15:31
6a2803efd31c3af18fb200f7,Q86,Why does ABINIT set use_inversion=0 when nspden=4 (non‑collinear spinors) or when spin‑orbit coupling is included? Is this a fundamental reason or just a coding choice?,LLM,Up,N/A,N/A,2026-06-09 12:15:43
6a280451d31c3af18fb200f8,Q33,How can I use the given XYZ coordinates to create a valid ABINIT input file for black phosphorus?,RAG,Up,LLM,Up,2026-06-09 12:17:21
6a280473d31c3af18fb200f9,Q27,"How can I obtain valid, physically meaningful results from the posdoppler module in ABINIT, given that my current output contains negative values, coarse resolution, and seems inconsistent with expectations?",LLM,Up,N/A,N/A,2026-06-09 12:17:55
6a280486d31c3af18fb200fa,Q14,"How can I avoid the ""same point in unit cell"" error when building a supercell in ABINIT, e.g., for a 3x2x2 supercell of a cubic cell with an atom at 0 0.5 0.5?",RAG,Up,N/A,N/A,2026-06-09 12:18:14
6a28048fd31c3af18fb200fb,Q83,"Why does ABINIT give a Fortran runtime error 'End of file' at fort.9 when running tutorial 1 on the H2 atom, and how can I fix it?",RAG,Up,LLM,Down,2026-06-09 12:18:23
6a2804a5d31c3af18fb200fc,Q39,How to get the Hartwigsen-Goedecker-Hutter pseudopotentials,LLM,Up,N/A,N/A,2026-06-09 12:18:45
6a2804b3d31c3af18fb200fd,Q75,Where is the ABINIT tutorials folder located on a Ubuntu/Debian installation?,RAG,Up,N/A,N/A,2026-06-09 12:18:59
6a2804b6d31c3af18fb200fe,Q28,How can I overcome the error 'About to overwrite gbound array (FFT mesh too small)' when computing momentum matrix elements for optical properties in ABINIT?,RAG,Up,LLM,Up,2026-06-09 12:19:02
6a2804c1d31c3af18fb200ff,Q44,I am confused with xred and Wyckoff positions in ABINIT. I have studied xred from input variables but I cannot understand it. Are Wyckoff positions fractional coordinates like xred?,RAG,Up,LLM,Up,2026-06-09 12:19:13
6a2804cbd31c3af18fb20100,Q95,Why does the SCF cycle diverge for a 216‑atom SrEuAlO2N supercell and how can I achieve convergence?,LLM,Up,N/A,N/A,2026-06-09 12:19:23
6a2804d0d31c3af18fb20101,Q5,"Can Abinit perform electron transport calculations, and if so, what interfaces or packages are available for quantum transport (e.g., Landauer formalism, 2‑D systems)?",RAG,Up,N/A,N/A,2026-06-09 12:19:28
6a280650d31c3af18fb20102,Q22,"How can I fix the error ""Fortran open returned iostat 29 while opening: tbs_2i_WFK"" when running the BSE tutorial input file tbs_2.in?",RAG,Up,LLM,Up,2026-06-09 12:25:52
6a280762d31c3af18fb20103,Q83,"Why does ABINIT give a Fortran runtime error 'End of file' at fort.9 when running tutorial 1 on the H2 atom, and how can I fix it?",LLM,Up,N/A,N/A,2026-06-09 12:30:26
6a28079ed31c3af18fb20104,Q41,"How to run a specific test of the test farm that is not numbered, e.g. [tutorespfn][trf2_3]?",RAG,Down,LLM,Up,2026-06-09 12:31:26
6a2807ecd31c3af18fb20105,Q32,How can I use the HSE exchange-correlation potential in ABINIT without invoking GW calculations?,RAG,Up,LLM,Up,2026-06-09 12:32:44
6a2807f2d31c3af18fb20106,Q81,"Why does ABINIT crash with nspinor=2 when using libxc with PAW datasets, and how can I fix it?",RAG,Up,LLM,Down,2026-06-09 12:32:50
6a28086dd31c3af18fb20107,Q36,How do I specify which atoms to keep fixed during relaxation in ABINIT using the natfix variable?,RAG,Up,LLM,Up,2026-06-09 12:34:53
6a280883d31c3af18fb20108,Q83,"Why does ABINIT give a Fortran runtime error 'End of file' at fort.9 when running tutorial 1 on the H2 atom, and how can I fix it?",RAG,Up,LLM,Down,2026-06-09 12:35:15
6a2808e7d31c3af18fb20109,Q56,"In running test v7#08 with Abinit-7.8.2, files with extensions IMG#_GSR.nc are created but no HIST file is printed. Shouldn't there be a HIST file for restarting with restartxf=-1?",RAG,Down,LLM,Down,2026-06-09 12:36:55
6a28091fd31c3af18fb2010a,Q83,"Why does ABINIT give a Fortran runtime error 'End of file' at fort.9 when running tutorial 1 on the H2 atom, and how can I fix it?",RAG,Up,LLM,Down,2026-06-09 12:37:51
6a280979d31c3af18fb2010b,Q33,How can I use the given XYZ coordinates to create a valid ABINIT input file for black phosphorus?,RAG,Down,LLM,Up,2026-06-09 12:39:21
6a2809ded31c3af18fb2010c,Q70,"What is a suitable value for the ntime parameter in an ABINIT geometry optimization run, and how should I adjust it if I receive a warning that ntime was not enough to converge the gradients?",RAG,Up,LLM,Down,2026-06-09 12:41:02
6a280a0dd31c3af18fb2010d,Q6,"Can I find the Seebeck coefficient, thermal and electrical conductivity of a material using ABINIT?",RAG,Down,LLM,Up,2026-06-09 12:41:49
6a280a64d31c3af18fb2010e,Q1,Abinit uses only about 30% of CPU and 21% memory; how can I make it use the full CPU to speed up the calculation?,RAG,Down,LLM,Up,2026-06-09 12:43:16
6a280acdd31c3af18fb2010f,Q91,"Why does my ABINIT calculation for optimizing the interwall distance between (3,3) carbon nanotubes fail to converge for some distances and show a monotonically decreasing energy trend, and how can I fix it?",RAG,Down,LLM,Up,2026-06-09 12:45:01
6a2814e5d31c3af18fb20110,Q79,Why does ABINIT 7.4.1 segmentation fault with the same configuration that works in 7.2.2?,RAG,Down,LLM,Up,2026-06-09 13:28:05
6a28153ed31c3af18fb20111,Q94,"Why does the SCF cycle become erratic for wide decorated graphene ribbons, and how can I fix it?",RAG,Down,LLM,Up,2026-06-09 13:29:34
6a2815b9d31c3af18fb20112,Q62,Is there a way to start a SCF calculation from a provided charge density? If I use getden it reads the density only for nscf calculations.,RAG,Up,LLM,Up,2026-06-09 13:31:37
6a2815d7d31c3af18fb20113,Q12,"Could you tell us, how to fix this line?",RAG,Up,LLM,Down,2026-06-09 13:32:07
6a281643d31c3af18fb20114,Q91,"Why does my ABINIT calculation for optimizing the interwall distance between (3,3) carbon nanotubes fail to converge for some distances and show a monotonically decreasing energy trend, and how can I fix it?",RAG,Down,LLM,Up,2026-06-09 13:33:55
6a281666d31c3af18fb20115,Q74,Where can I find the details of the implementation of the spin‑orbit interaction in ABINIT?,RAG,Up,LLM,Up,2026-06-09 13:34:30
6a2816d3d31c3af18fb20116,Q59,"Is the ratsph array in ABINIT 7.8.1 intended to contain one radius per atomic species for PDOS calculations, and can the other values be arbitrary? If I want the PDOS of the second atom type, should I modify the second value instead of the first?",RAG,Up,LLM,Up,2026-06-09 13:36:19
6a281efad31c3af18fb20117,Q66,Please help me to find a pseudopotential for the Pr element containing f orbitals not in the valence but in the core. I cannot find such potential to use with abinit.,RAG,Up,LLM,Down,2026-06-09 14:11:06
6a281f60d31c3af18fb20118,Q33,How can I use the given XYZ coordinates to create a valid ABINIT input file for black phosphorus?,LLM,Down,N/A,N/A,2026-06-09 14:12:48
6a281fdcd31c3af18fb20119,Q85,"Why does ABINIT report 'The symmetry operation number 5 does not preserve vector lengths and angles' when I provide my own symrel matrices, and how can I fix it?",RAG,Up,LLM,Up,2026-06-09 14:14:52
6a282df2d31c3af18fb2011a,Q72,"When performing a DFPT phonon calculation in a cubic supercell, anaddb reports that the maximum number of symmetry operations (nsym) is 192 while the supercell requires 384. Is it possible to analyze the phonons with anaddb in a cubic supercell, and how can the nsym limit be increased?",LLM,Up,N/A,N/A,2026-06-09 15:14:58
6a28443bd31c3af18fb2011b,Q62,Is there a way to start a SCF calculation from a provided charge density? If I use getden it reads the density only for nscf calculations.,RAG,Down,LLM,Up,2026-06-09 16:50:03
6a2847c1d31c3af18fb2011c,Q4,"As we know, the default of mkqmem is nkpt. Why nkpt_me is different from mkqmem. what is the difference between nkpt and nkpt_me? How to change the setup of nkpt_me or mkqmem?",RAG,Down,LLM,Up,2026-06-09 17:05:05
6a284801d31c3af18fb2011d,Q40,"How to read Dynamical matrix elements (GKK File) – what is the dimension of the numbers, how do they relate to matrix elements, and how are they organized with respect to k‑points?",RAG,Down,LLM,Up,2026-06-09 17:06:09
6a28482fd31c3af18fb2011e,Q52,I need the coordinates of the high symmetry points for the hexagonal path in a wurtzite structure.,RAG,Down,LLM,Up,2026-06-09 17:06:55
6a28486fd31c3af18fb2011f,Q96,"Why does the repfn calculation crash because ngfftdg doesn't match, and how can I avoid having to manually set ngfftdg from the ground‑state output?",RAG,Down,LLM,Up,2026-06-09 17:07:59
6a285138d31c3af18fb20120,Q12,"Could you tell us, how to fix this line?",LLM,Up,N/A,N/A,2026-06-09 17:45:28
6a28514fd31c3af18fb20121,Q56,"In running test v7#08 with Abinit-7.8.2, files with extensions IMG#_GSR.nc are created but no HIST file is printed. Shouldn't there be a HIST file for restarting with restartxf=-1?",RAG,Up,N/A,N/A,2026-06-09 17:45:51
6a285165d31c3af18fb20122,Q66,Please help me to find a pseudopotential for the Pr element containing f orbitals not in the valence but in the core. I cannot find such potential to use with abinit.,RAG,Up,LLM,Up,2026-06-09 17:46:13
6a285174d31c3af18fb20123,Q31,How can I set properly the variable istwfk in an ABINIT calculation that uses wannier90 and spin-orbit coupling?,RAG,Up,N/A,N/A,2026-06-09 17:46:28
6a285185d31c3af18fb20124,Q72,"When performing a DFPT phonon calculation in a cubic supercell, anaddb reports that the maximum number of symmetry operations (nsym) is 192 while the supercell requires 384. Is it possible to analyze the phonons with anaddb in a cubic supercell, and how can the nsym limit be increased?",RAG,Down,LLM,Up,2026-06-09 17:46:45
6a28519ad31c3af18fb20125,Q20,How can I find out the value of non‑local Coulomb interaction (intrasite Coulomb) using cRPA?,RAG,Down,LLM,Up,2026-06-09 17:47:06
6a2851a9d31c3af18fb20126,Q95,Why does the SCF cycle diverge for a 216‑atom SrEuAlO2N supercell and how can I achieve convergence?,RAG,Down,LLM,Up,2026-06-09 17:47:21
6a2851c1d31c3af18fb20127,Q19,How can I estimate the runtime of an ABINIT input file before actually running it?,RAG,Up,LLM,Up,2026-06-09 17:47:45
6a2851cdd31c3af18fb20128,Q3,Anyone knows what the source of this error? I have tried to recompile but haven't managed to solve it.,RAG,Up,LLM,Down,2026-06-09 17:47:57
6a2851dcd31c3af18fb20129,Q90,Why does linking ABINIT 6.4.1 with FFTW or MKL FFTW double the running time compared to the default internal FFT? Is this a known behaviour?,RAG,Up,LLM,Up,2026-06-09 17:48:12
6a2851f9d31c3af18fb2012a,Q61,Is there a way to know this from the output files?,RAG,Up,LLM,Down,2026-06-09 17:48:41
6a285206d31c3af18fb2012b,Q23,"How can I fix the internal compiler error that occurs when compiling Abinit 7.2.1 with fftw3-mkl, specifically the error in prep_fourwf.F90?",RAG,Up,LLM,Up,2026-06-09 17:48:54
6a285210d31c3af18fb2012c,Q2,"After merging the 7.5.1 branches, my test directories do not contain tests.cnf and none of the tests run. Has the test procedure changed? How do I run the tests now?",RAG,Up,LLM,Up,2026-06-09 17:49:04
6a285222d31c3af18fb2012d,Q93,Why does running 'make testin_v1' produce a 'No rule to make target' error?,RAG,Up,LLM,Up,2026-06-09 17:49:22
6a28522fd31c3af18fb2012e,Q69,What does this error mean: Wrong value for nkref: nkref= 64 nkbz= 3072 nkbzmx =6144,RAG,Up,LLM,Up,2026-06-09 17:49:35
6a285236d31c3af18fb2012f,Q56,"In running test v7#08 with Abinit-7.8.2, files with extensions IMG#_GSR.nc are created but no HIST file is printed. Shouldn't there be a HIST file for restarting with restartxf=-1?",RAG,Up,LLM,Up,2026-06-09 17:49:42
6a285241d31c3af18fb20130,Q93,Why does running 'make testin_v1' produce a 'No rule to make target' error?,RAG,Up,LLM,Up,2026-06-09 17:49:53
6a285248d31c3af18fb20131,Q55,"In ABINIT 9.x, how can I automatically build the required fallbacks, similar to the --with-fallbacks option in 8.x?",RAG,Up,LLM,Up,2026-06-09 17:50:00
6a285256d31c3af18fb20132,Q36,How do I specify which atoms to keep fixed during relaxation in ABINIT using the natfix variable?,RAG,Up,LLM,Up,2026-06-09 17:50:14
6a28528cd31c3af18fb20133,Q9,"Can I use the convergence parameters (ecut, k‑point grid, number of bands, etc.) obtained for a 1×1×1 TiO2 unit cell to run a GW calculation on a 2×2×2 supercell, or do I need to redo the convergence tests for the larger cell?",RAG,Down,N/A,N/A,2026-06-09 17:51:08
6a28531fd31c3af18fb20134,Q48,I don't know what's wrong with my input file? Why does the total energy (ETOT) not show the expected minimum at the correct bond length for graphene?,RAG,Down,LLM,Up,2026-06-09 17:53:35
6a285382d31c3af18fb20135,Q7,"Can I move directory ""16_hideleave"" to earlier in the build chain?",RAG,Down,LLM,Up,2026-06-09 17:55:14
6a285436d31c3af18fb20136,Q64,"Is there any variable in ABINIT that can output the partial DOS of each atom (including all orbitals)? If not, can I calculate it based on angular‑momentum projected DOS through any code or software?",RAG,Up,LLM,Down,2026-06-09 17:58:14
6a2854f7d31c3af18fb20137,Q35,How do I make the .ac9 file to work? what directory do I put it in? and how does ABINIT know where to look for it if I select a random name for it?,RAG,Up,LLM,Down,2026-06-09 18:01:27
6a286722d31c3af18fb20138,Q35,How do I make the .ac9 file to work? what directory do I put it in? and how does ABINIT know where to look for it if I select a random name for it?,RAG,Up,LLM,Down,2026-06-09 19:18:58
6a2867fdd31c3af18fb20139,Q74,Where can I find the details of the implementation of the spin‑orbit interaction in ABINIT?,LLM,Up,N/A,N/A,2026-06-09 19:22:37
6a286904d31c3af18fb2013a,Q75,Where is the ABINIT tutorials folder located on a Ubuntu/Debian installation?,LLM,Up,N/A,N/A,2026-06-09 19:27:00
6a286991d31c3af18fb2013b,Q97,"Why does the topmost band appear noisy when using SOC with HGH pseudopotential, and how can I get rid of it?",LLM,Up,N/A,N/A,2026-06-09 19:29:21
6a2869fcd31c3af18fb2013c,Q69,What does this error mean: Wrong value for nkref: nkref= 64 nkbz= 3072 nkbzmx =6144,RAG,Down,N/A,N/A,2026-06-09 19:31:08
6a286b28d31c3af18fb2013d,Q61,Is there a way to know this from the output files?,RAG,Up,LLM,Up,2026-06-09 19:36:08
6a286beed31c3af18fb2013e,Q46,"I am trying to plot the density of states (DOS) of graphene with ABINIT. Theoretically the DOS should be zero at the Fermi level, but my plot shows zero values away from the Fermi energy. I have converged ecut and ngkpt and optimized the geometry. Should the k‑point grid contain high‑symmetry points of the Brillouin zone, and could that be causing the wrong result?",LLM,Up,N/A,N/A,2026-06-09 19:39:26
6a286d3dd31c3af18fb2013f,Q12,"Could you tell us, how to fix this line?",RAG,Up,N/A,N/A,2026-06-09 19:45:01
6a286d5ed31c3af18fb20140,Q78,"Why do I obtain different ground‑state results for CoO when running PAW+U with different spin settings (nsppol/nspden/nspinor), and how can I make the calculations converge to the same result?",LLM,Up,N/A,N/A,2026-06-09 19:45:34
6a286dd7d31c3af18fb20141,Q41,"How to run a specific test of the test farm that is not numbered, e.g. [tutorespfn][trf2_3]?",RAG,Up,N/A,N/A,2026-06-09 19:47:35
6a286e9cd31c3af18fb20142,Q53,"I tried to perform self-consistent GW (scgw) calculation using optdriver:8 under abinit-7.6.4 and got an error that optdriver:8 is not allowed. Is optdriver:8 disabled in 7.6.4, and if so, how can I still perform scgw in ABINIT?",RAG,Up,LLM,Up,2026-06-09 19:50:52
6a286f20d31c3af18fb20143,Q81,"Why does ABINIT crash with nspinor=2 when using libxc with PAW datasets, and how can I fix it?",RAG,Up,LLM,Up,2026-06-09 19:53:04
6a286fd4d31c3af18fb20144,Q12,"Could you tell us, how to fix this line?",RAG,Up,LLM,Up,2026-06-09 19:56:04
6a288083d31c3af18fb20145,Q85,"Why does ABINIT report 'The symmetry operation number 5 does not preserve vector lengths and angles' when I provide my own symrel matrices, and how can I fix it?",RAG,Up,LLM,Up,2026-06-09 21:07:15
6a2880dad31c3af18fb20146,Q22,"How can I fix the error ""Fortran open returned iostat 29 while opening: tbs_2i_WFK"" when running the BSE tutorial input file tbs_2.in?",RAG,Up,LLM,Up,2026-06-09 21:08:42
6a28814fd31c3af18fb20147,Q76,Why can't I download default plug‑ins during ABINIT configuration on Fedora 12/13?,RAG,Down,LLM,Up,2026-06-09 21:10:39
6a28821ed31c3af18fb20148,Q68,What does the chksymbreak warning mean and how can I resolve it?,RAG,Up,N/A,N/A,2026-06-09 21:14:06
6a288225d31c3af18fb20149,Q94,"Why does the SCF cycle become erratic for wide decorated graphene ribbons, and how can I fix it?",LLM,Up,N/A,N/A,2026-06-09 21:14:13
6a288308d31c3af18fb2014a,Q97,"Why does the topmost band appear noisy when using SOC with HGH pseudopotential, and how can I get rid of it?",RAG,Down,LLM,Up,2026-06-09 21:18:00
